Patron Type Definition,Total Checkouts,Total Renewals,Circulation Active Year
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,473,1,2015
1,281,565,2016
1,15,8,2011
1,1,0,2011
0,3,4,2014
1,1246,2139,2016
1,372,49,2016
1,16,0,2008
1,1132,216,2016
1,68,95,2014
1,7,6,2016
1,859,642,2016
1,29,89,2016
1,21,0,2015
1,1,0,2015
1,740,172,2015
1,0,0,0
1,0,0,0
1,2,2,2012
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,2013
1,1,2,2015
1,0,0,0
1,94,0,2011
1,24,52,2015
1,181,52,2013
1,1,2,2012
1,112,14,2016
1,0,0,0
1,0,0,0
1,1688,2395,2016
1,261,442,2016
1,50,19,2015
1,12,1,2015
1,2,1,2014
1,122,0,2015
1,50,59,2014
1,117,63,2016
1,36,20,2016
1,1495,293,2016
1,9,16,2013
1,99,63,2014
1,6,4,2013
1,2003,673,2016
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,2,2,2015
1,25,0,2013
1,24,11,2016
1,368,312,2016
1,0,0,0
1,2,1,2012
1,13,2,2014
1,6,3,2014
1,64,6,2015
1,80,65,2016
0,1,1,2015
1,1,1,2015
1,8,2,2016
1,1,0,2012
1,1,2,2015
1,12,16,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,123,25,2016
1,155,29,2016
1,45,7,2016
1,10,3,2014
1,5,4,2016
1,1,0,2011
1,24,32,2015
1,94,131,2014
1,14,0,2014
1,212,96,2016
1,98,67,2016
1,34,22,2013
1,3022,720,2016
1,6,1,2015
1,27,0,2015
1,42,26,2013
0,0,0,0
1,401,260,2016
1,157,16,2016
1,115,80,2015
1,2,0,2014
1,2,0,2014
1,44,65,2016
1,18,3,2015
1,5,2,2013
1,664,773,2016
1,73,47,2016
1,69,13,2016
1,77,33,2016
1,310,368,2013
1,385,115,2016
1,23,0,2015
1,5,1,2014
1,4,0,2016
1,6,10,2016
1,57,79,2015
0,0,0,0
0,0,0,0
1,271,31,2016
1,35,22,2016
1,0,0,2014
1,8,8,2016
1,253,26,2016
1,76,1,2012
1,38,3,2014
1,245,376,2015
1,14,8,2013
1,39,7,2014
1,7,7,2013
1,230,209,2016
1,104,48,2013
1,362,14,2009
1,19,0,2015
1,153,101,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,92,41,2016
1,8,5,2015
1,823,628,2015
1,12,20,2016
1,15,17,2014
1,8,0,2010
1,772,1052,2016
1,9,9,2016
1,71,8,2016
1,3908,943,2016
1,8,24,2013
1,2,0,2013
1,32,33,2015
1,4,0,2014
1,0,0,0
1,7390,1610,2016
1,116,4,2014
1,5,0,2016
0,0,0,0
1,293,210,2016
1,5,0,2014
0,4,6,2015
1,8,0,2016
1,8,0,2016
1,91,27,2016
1,19,0,2014
1,6,8,2016
1,67,56,2014
1,6,7,2014
1,6,24,2015
1,1023,713,2016
1,10,20,2015
1,3,2,2009
1,17,19,2015
1,88,223,2014
1,1133,385,2015
1,133,43,2014
1,5,0,2016
1,6,3,2016
1,22,2,2015
1,26,27,2004
1,12,0,2013
1,43,55,2016
1,1,0,2008
1,205,82,2015
1,2,2,2015
1,16,21,2014
1,25,0,2014
1,518,143,2012
1,0,0,0
1,0,0,0
1,0,0,0
1,10,3,2015
1,3,0,2015
1,48,28,2016
1,263,37,2014
1,88,29,2016
0,0,0,0
0,0,0,0
1,1227,381,2016
1,2,1,2014
1,12,0,2013
1,10,5,2016
1,0,0,0
0,2,0,2013
1,77,20,2016
1,17,0,2013
1,226,174,2016
1,1991,2811,2016
1,46,2,2015
1,2190,85,2016
1,609,0,2016
1,14,0,2015
1,1,0,2013
1,15,0,2014
1,3,3,2016
1,10,0,2013
1,9,10,2013
1,38,8,2012
1,225,161,2014
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,84,3,2014
1,24,25,2015
1,2,0,2013
1,4,0,2014
1,440,136,2016
0,1,0,2015
1,53,2,2014
1,2,0,2013
1,2,0,2013
1,102,160,2015
1,4,8,2016
1,32,31,2016
1,11,7,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,3,0,2015
1,22,0,2016
1,31,0,2012
1,54,108,2016
1,68,1,2011
1,1037,784,2016
1,719,187,2016
1,57,0,2016
1,14,1,2014
1,307,84,2013
1,36,1,2016
1,613,367,2016
1,10,14,2016
1,3,0,2015
1,208,52,2016
1,211,71,2016
1,11,6,2016
1,1,0,2016
1,1,0,2016
1,2,0,2014
1,436,443,2016
1,19,9,2015
1,4,6,2015
1,20,4,2014
1,77,6,2013
1,29,10,2015
1,83,99,2013
1,2,0,2014
1,1,0,2014
0,0,0,2014
1,0,0,0
1,0,0,0
1,39,6,2015
1,2,0,2014
1,386,270,2014
1,14,0,2013
1,68,41,2016
1,18,7,2015
1,4,0,2015
1,206,222,2016
1,27,2,2013
0,9,0,2014
1,208,44,2016
1,164,43,2014
1,6,0,2009
1,77,1,2013
1,1,1,2016
1,1,1,2016
1,1,0,2014
1,169,81,2016
1,972,281,2016
1,2,0,2012
1,15,24,2015
1,36,0,2015
1,13,18,2015
1,23,4,2016
1,435,221,2016
1,262,304,2016
0,0,0,0
1,9,8,2013
1,273,216,2016
1,32,2,2014
1,12,19,2016
1,1,2,2016
1,0,0,0
1,41,0,2015
1,218,52,2013
1,109,194,2016
1,218,8,2013
1,32,0,2014
1,369,184,2016
1,8,0,2016
1,8,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,3,0,2010
1,117,160,2016
1,224,81,2016
0,0,0,0
1,69,45,2014
1,1,0,2013
1,1,0,2013
1,22,0,2016
1,367,10,2016
1,50,11,2016
1,49,29,2016
1,75,111,2015
1,305,62,2016
1,530,521,2016
1,31,67,2014
1,33,0,2016
1,14,0,2013
1,29,8,2016
1,179,64,2016
1,22,8,2015
1,7,0,2012
1,170,141,2015
1,22,13,2016
1,100,92,2014
1,37,1,2014
1,3,4,2014
1,6,10,2013
1,14,0,2011
1,5,0,2016
1,8,6,2013
1,0,0,0
1,0,0,0
1,0,0,0
1,52,4,2009
1,1,4,2015
1,252,94,2014
1,31,34,2016
1,279,73,2014
1,4,0,2016
1,19,2,2016
1,20,6,2015
1,46,43,2015
1,6,6,2015
1,3,2,2016
1,4,0,2013
1,83,0,2016
1,32,1,2014
1,46,3,2014
1,31,8,2014
1,5,0,2014
1,157,27,2016
1,18,11,2016
1,31,26,2013
1,2,0,2015
1,736,182,2016
1,838,206,2016
1,61,34,2015
1,3056,2345,2016
1,9,0,2012
1,2,0,2014
1,3,0,2016
1,18,2,2015
1,96,98,2014
0,0,0,2013
1,1,0,2013
1,0,0,0
1,3,0,2013
1,227,69,2016
1,26,14,2015
0,1,0,2015
1,26,0,2015
1,109,122,2015
1,2,0,2016
1,1,0,2015
1,55,0,2013
1,353,55,2016
1,3,0,2015
1,3,9,2014
1,7,5,2015
1,1292,167,2016
1,22,35,2015
1,16,0,2016
1,15,4,2013
1,2014,821,2016
1,318,48,2014
1,63,11,2016
1,13,0,2016
1,8,18,2015
1,375,116,2016
1,4,0,2016
1,4,0,2016
1,13,23,2015
1,9,10,2016
1,0,0,0
1,13,0,2006
1,521,5,2015
1,7,6,2015
1,26,6,2015
1,28,0,2013
0,6,11,2016
1,2,3,2013
1,124,22,2013
1,3,1,2009
1,8,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,14,0,2005
1,23,21,2014
1,33,10,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
0,1,1,2016
1,15,0,2011
1,8,0,2015
1,239,8,2011
1,7,0,2013
1,519,443,2016
1,8,0,2013
0,3,0,2015
1,10,0,2015
1,31,0,2014
1,193,1,2015
1,41,1,2013
1,2420,219,2014
1,0,0,2015
0,0,0,2015
0,10,0,2016
1,16,0,2007
1,27,16,2016
1,445,374,2015
1,380,268,2016
0,1,0,2015
1,645,69,2016
1,541,11,2013
1,1,0,2015
1,1,0,2015
1,179,49,2014
1,82,67,2015
1,21,21,2013
1,2,0,2013
1,0,0,2015
1,64,16,2016
1,10,5,2014
0,1,0,2016
0,1,0,2016
1,60,137,2014
1,117,171,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,8,0,2011
1,2361,1945,2016
1,41,33,2016
1,114,8,2013
1,15,13,2016
1,95,18,2016
1,442,312,2015
1,17,8,2014
1,80,13,2014
1,419,442,2016
1,173,28,2015
1,370,198,2015
1,1,1,2012
1,2,1,2014
1,0,0,0
1,0,0,0
1,670,224,2015
1,1,2,2014
1,4,0,2016
1,13,11,2016
1,47,0,2015
1,106,114,2015
1,182,6,2013
1,4,2,2013
1,6,0,2016
1,9,11,2016
1,421,5,2012
1,205,55,2016
1,153,277,2016
1,3,0,2013
1,265,74,2016
1,25,0,2013
1,99,52,2016
1,40,0,2015
0,8,0,2014
1,0,0,2010
1,6,0,2013
1,102,0,2011
0,73,0,2015
1,64,0,2013
1,108,0,2012
1,1,3,2013
1,9,18,2016
1,546,341,2016
1,7,13,2016
1,19,0,2013
1,14,4,2013
1,10,23,2015
1,227,333,2014
0,17,1,2014
1,44,5,2015
1,4,4,2016
1,0,0,2015
0,1,0,2015
1,21,12,2016
1,9,2,2012
1,18,12,2013
1,132,119,2014
1,759,666,2016
1,21,10,2016
1,96,43,2014
1,2,0,2014
1,17,2,2014
1,1391,283,2016
1,17,0,2013
1,66,2,2013
1,67,8,2016
1,2,0,2014
1,184,26,2014
1,1,0,2014
1,7,0,2016
1,5,0,2006
1,826,297,2016
1,34,7,2013
1,175,177,2016
1,58,0,2014
1,46,35,2016
1,34,0,2016
1,5,1,2014
1,13,0,2015
1,102,33,2016
1,40,16,2013
1,178,128,2016
1,17,0,2009
1,0,0,2013
0,1,0,2014
1,7,2,2016
1,218,25,2014
1,3,0,2015
1,5,0,2016
1,1,1,2016
1,0,0,0
1,73,0,2010
1,45,14,2016
0,1,0,2013
0,1,0,2013
0,1,0,2013
0,1,0,2013
0,1,0,2013
0,1,0,2013
0,1,0,2013
0,1,0,2016
1,1,1,2015
1,31,4,2016
1,62,17,2013
1,20,43,2016
1,114,169,2016
1,0,0,0
1,0,0,0
1,3,0,2014
1,22,14,2016
1,34,4,2013
1,59,179,2016
1,7,4,2016
1,404,146,2016
0,0,0,2015
1,8,0,2013
1,1,0,2013
1,7,0,2016
1,5,0,2016
1,11,1,2016
1,17,18,2014
1,0,0,0
1,385,23,2015
0,1,0,2014
1,2,1,2014
1,23,4,2009
1,225,206,2016
1,43,5,2015
1,62,14,2016
1,127,65,2016
1,11,16,2013
1,7,16,2015
1,59,36,2014
1,0,0,0
1,617,256,2013
1,8,8,2016
1,31,16,2016
1,1142,210,2016
1,2,2,2014
0,0,0,0
1,3,8,2015
1,49,13,2016
1,42,29,2015
1,1,0,2016
1,999,510,2016
1,1,1,2014
1,25,8,2016
1,33,10,2015
0,2,1,2013
1,34,16,2014
1,7,15,2014
1,25,16,2015
1,3,0,2015
1,137,87,2013
1,6,14,2016
1,16,0,2014
1,211,65,2016
1,13,0,2015
1,10,8,2016
1,81,105,2016
1,319,123,2014
1,2,0,2015
1,21,22,2016
1,38,42,2016
0,1,0,2014
1,18,0,2012
1,2056,4,2016
1,66,21,2013
1,36,8,2015
1,113,62,2014
1,691,110,2014
1,24,10,2015
1,31,3,2016
1,34,6,2016
1,646,176,2016
1,247,40,2014
1,31,34,2013
1,3,0,2015
1,1,0,2012
1,1,0,2012
1,1,0,2012
1,3,0,2015
1,6,0,2013
1,1,0,2015
1,46,38,2015
1,68,42,2013
1,0,0,0
1,1916,768,2016
0,3,0,2015
1,13,0,2015
1,7,1,2016
1,68,20,2016
1,8,16,2012
1,6,0,2015
1,111,13,2010
1,317,84,2015
1,0,0,2016
1,62,0,2015
1,9,5,2008
1,26,3,2015
1,27,1,2015
1,1445,791,2016
1,94,14,2016
0,1,0,2016
1,3,14,2014
1,18,40,2016
1,87,16,2016
1,0,0,0
1,45,0,2014
1,28,25,2016
1,1,0,2014
1,6,9,2016
1,256,219,2013
1,1,0,2015
1,18,2,2015
1,99,13,2014
1,537,182,2016
1,30,0,2016
1,119,29,2005
1,20,33,2014
1,56,79,2016
1,311,270,2015
1,2,1,2016
1,64,30,2010
1,0,0,0
1,11,9,2016
1,14,5,2016
1,14,0,2014
1,7,1,2016
1,88,0,2015
1,52,22,2013
0,1,0,2014
1,47,18,2016
1,1,3,2016
1,17,0,2013
1,813,39,2016
1,298,456,2016
1,36,0,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,11,0,2014
1,8,0,2015
1,143,17,2016
1,3,3,2010
1,5,2,2015
1,10,0,2016
1,108,168,2016
1,21,9,2015
0,74,2,2015
1,3,2,2014
1,30,0,2013
1,27,9,2016
1,179,4,2016
1,483,0,2010
1,49,23,2016
1,92,9,2016
1,22,49,2014
1,5,1,2015
1,18,8,2014
1,27,0,2015
1,64,54,2016
1,129,8,2013
1,34,0,2016
1,734,517,2015
0,2,2,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,349,246,2013
1,1,0,2015
1,135,66,2014
1,1,1,2014
1,90,9,2014
1,26,2,2016
1,801,176,2016
0,0,0,0
1,220,34,2016
1,8,5,2016
1,34,0,2009
1,351,31,2014
1,602,89,2016
1,12,9,2013
1,117,24,2016
1,6,0,2013
1,2020,2573,2016
0,45,6,2016
1,2,1,2008
1,3,6,2010
1,193,70,2015
1,0,0,0
1,0,0,0
1,5,0,2014
1,25,0,2010
1,161,40,2015
1,3,3,2014
1,15,0,2011
1,43,0,2013
1,181,339,2016
1,161,5,2015
1,1771,12,2014
1,22,12,2015
1,24,4,2016
1,256,134,2016
1,5,0,2013
1,0,0,2015
1,1,0,2016
1,80,89,2014
0,1,0,2014
1,25,1,2010
1,333,6,2014
1,104,20,2016
1,20,8,2015
1,4,1,2012
1,2,0,2015
1,1,0,2015
1,1,0,2015
1,61,114,2016
1,3,0,2008
1,112,15,2016
1,3,3,2012
1,2,0,2007
1,1440,1297,2016
1,484,9,2016
1,1858,1384,2016
1,1,0,2016
1,52,11,2015
1,5,10,2016
1,4,0,2009
1,399,151,2015
1,6012,827,2016
1,80,79,2016
1,688,310,2016
1,76,24,2013
1,42,0,2014
1,9,0,2015
1,3,6,2016
1,3,0,2016
1,3,0,2016
1,29,16,2016
1,1366,546,2016
1,44,0,2016
1,12,1,2014
1,0,0,0
1,14,2,2012
1,317,719,2014
1,109,6,2015
1,16,16,2015
0,0,0,0
1,1,1,2016
1,238,66,2014
1,31,22,2016
1,630,55,2015
1,12,0,2016
1,3,3,2016
1,20,10,2014
1,2,1,2013
1,1,0,2013
1,1,0,2015
0,1,0,2015
1,644,7,2014
1,100,33,2013
1,10,13,2016
1,9,0,2015
1,223,0,2016
1,114,4,2014
1,32,56,2016
1,3,2,2015
1,2,0,2013
1,2,0,2013
1,9,15,2016
1,838,62,2016
0,8,5,2014
1,2,0,2013
1,10,0,2016
1,188,4,2015
1,20,0,2015
0,109,1,2016
1,612,266,2013
1,1,0,2015
1,11,0,2010
1,4,3,2014
1,202,33,2016
1,2,0,2007
0,86,33,2016
1,714,718,2016
1,58,14,2016
1,3,0,2015
1,60,38,2014
1,423,10,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1,4,2014
1,1,2,2015
1,178,35,2015
1,3,0,2015
1,3,0,2015
1,18,0,2015
1,66,0,2012
1,214,2,2014
1,2428,241,2016
1,51,37,2016
1,19,3,2014
1,3,0,2013
1,252,19,2015
0,16,1,2015
0,1,0,2014
1,23,12,2014
1,13,1,2013
1,109,209,2015
1,146,15,2015
1,927,300,2016
1,67,0,2015
1,438,23,2015
1,606,104,2016
1,448,12,2010
0,1,0,2013
0,1,0,2013
0,1,0,2013
1,55,35,2016
1,98,79,2012
1,1,0,2009
1,173,294,2016
1,277,77,2016
1,180,19,2016
1,3,1,2015
1,25,0,2013
1,165,159,2016
1,22,1,2013
1,0,0,0
1,8,0,2010
1,2,2,2016
1,26,0,2014
1,0,0,0
1,5,1,2016
1,535,130,2013
1,21,0,2016
0,1,0,2014
1,704,449,2016
1,0,0,2010
1,30,63,2016
1,2,0,2016
1,2,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,750,1326,2015
1,63,32,2015
1,136,3,2013
1,17,0,2016
1,11,0,2014
1,0,0,0
1,11,9,2013
1,67,0,2016
1,6,0,2014
1,34,14,2016
1,1494,682,2016
1,0,0,2016
1,11,0,2015
1,8,29,2014
1,1,1,2015
1,182,17,2016
1,104,87,2013
1,176,2,2016
1,30,13,2013
1,38,55,2015
1,25,1,2014
1,13,0,2013
1,213,0,2013
1,65,70,2014
1,0,0,0
1,10,0,2013
1,64,100,2013
1,1,0,2015
1,2,0,2015
1,24,29,2016
1,83,31,2014
1,6,7,2015
1,28,7,2008
1,463,334,2016
1,5,3,2013
1,18,11,2014
1,92,4,2016
0,0,0,2016
0,1,0,2016
1,1,0,2011
1,930,306,2015
1,1,0,2015
1,142,66,2015
0,431,55,2016
1,18,36,2006
1,1,0,2014
1,0,0,0
1,90,76,2015
1,34,13,2013
1,35,13,2015
1,108,6,2013
1,1767,1744,2016
1,473,193,2016
1,53,58,2016
1,75,14,2014
1,7,6,2016
1,174,3,2013
1,5,0,2016
1,11,9,2016
1,111,7,2014
1,14,0,2014
1,2,4,2016
1,139,29,2016
1,162,1,2014
1,1,1,2013
1,474,15,2015
1,137,5,2015
1,2,0,2012
1,2,0,2015
1,232,34,2016
1,62,74,2016
1,1,2,2014
1,1779,449,2012
1,3,0,2014
0,2204,878,2016
1,15,14,2015
1,1421,294,2016
1,1,1,2015
1,24,8,2016
1,75,27,2016
1,4,0,2016
1,228,461,2013
1,11,2,2016
1,586,226,2016
1,290,67,2015
0,384,35,2016
1,45,104,2016
1,8,0,2016
1,4,0,2014
1,0,0,2016
1,248,368,2016
1,63,1,2016
1,9,5,2014
1,105,23,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,2,0,2013
1,11,0,2015
1,559,251,2016
0,4,8,2006
1,32,43,2016
1,4,0,2015
1,4,0,2016
1,79,0,2012
1,213,35,2016
1,492,240,2016
1,18,0,2013
1,113,0,2015
1,89,5,2016
1,13,9,2016
0,2,0,2012
1,61,40,2016
1,48,19,2016
1,1,2,2016
1,1,2,2016
1,16,3,2016
1,0,0,0
1,11,1,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,6,0,2016
1,2577,842,2016
1,261,64,2016
1,154,81,2014
1,3,0,2015
1,33,16,2015
1,2,0,2014
1,300,117,2013
1,71,0,2014
1,19,0,2014
1,47,18,2016
1,24,9,2016
1,42,68,2016
1,3,0,2015
1,472,105,2016
1,176,66,2015
1,6,3,2016
1,1,0,2016
1,1,0,2016
1,19,0,2016
1,155,44,2012
1,18,0,2015
1,35,0,2014
1,0,0,2014
1,0,0,2014
0,34,1,2015
1,146,1,2016
1,30,11,2014
1,151,27,2014
1,201,118,2016
1,4,0,2014
1,4,0,2014
1,106,129,2016
1,5,0,2015
1,58,63,2015
1,318,8,2016
1,72,22,2016
1,308,117,2016
1,0,0,0
1,33,1,2013
1,27,5,2014
1,33,9,2016
1,136,35,2014
1,453,528,2013
1,255,81,2016
1,5,11,2015
1,852,238,2016
1,22,0,2016
1,22,3,2013
1,2,0,2014
1,97,0,2015
1,18,0,2016
1,99,74,2016
1,3,9,2013
1,76,134,2009
0,0,0,0
1,43,53,2014
1,126,0,2016
1,3,4,2015
1,74,0,2016
1,977,1,2016
1,98,44,2016
1,5,3,2015
1,346,0,2016
1,1,0,2016
1,51,37,2011
1,30,6,2016
1,5,0,2015
1,127,21,2015
1,74,10,2013
1,15,0,2014
1,1,1,2015
1,165,80,2016
1,38,14,2016
1,97,127,2015
1,2,0,2009
1,345,6,2016
1,7,18,2014
1,38,25,2015
1,18,5,2016
1,20,2,2015
0,1,0,2014
0,1,0,2014
0,1,0,2014
1,26,0,2016
1,11,4,2016
1,665,19,2013
1,53,69,2014
1,20,19,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1300,737,2016
1,1,1,2016
1,736,89,2016
1,14,10,2013
1,12,15,2016
1,62,21,2016
1,24,16,2015
1,1363,223,2015
0,1,0,2015
1,20,0,2014
1,0,0,2015
1,0,0,2015
1,8,13,2015
1,12,6,2015
1,298,186,2016
1,18,6,2016
1,30,20,2014
1,26,0,2014
1,33,15,2015
1,4,0,2014
1,2,0,2016
1,5,0,2014
1,1460,96,2016
1,1,0,2012
1,135,33,2016
1,3,0,2015
1,9,0,2015
1,3,0,2012
1,3,3,2015
1,95,45,2016
1,158,39,2014
1,545,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,19,1,2014
1,8,2,2013
1,1154,189,2016
1,29,0,2014
1,241,55,2016
1,109,49,2014
1,682,486,2016
1,15,0,2016
1,141,52,2016
1,79,112,2014
1,39,30,2014
1,509,81,2015
1,0,0,2012
1,26,6,2016
1,5,0,2015
1,4,3,2014
1,6,3,2014
1,4,12,2016
1,265,470,2016
1,39,6,2016
1,25,2,2013
1,197,0,2014
1,517,228,2014
1,39,25,2014
1,94,60,2015
1,14,1,2006
1,0,0,0
1,9,5,2015
1,216,297,2016
1,585,75,2013
1,1,0,2015
1,724,114,2016
1,2,1,2012
1,7,3,2015
1,10,0,2013
1,8,3,2016
1,8,3,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,62,32,2016
1,6,3,2016
1,16,0,2014
0,3,0,2016
1,27,21,2013
0,11,0,2015
1,1,2,2015
1,2,0,2014
1,5,0,2014
1,721,25,2014
1,3,0,2013
1,3,0,2013
1,3,0,2013
1,1,0,2005
1,84,14,2013
1,55,79,2014
1,19,22,2014
1,64,12,2014
1,1,0,2013
1,8,1,2013
1,3,2,2016
1,79,18,2015
1,271,119,2016
1,23,49,2013
1,43,8,2013
1,3,7,2010
1,112,22,2014
1,86,51,2014
1,1,0,2010
1,11,10,2014
1,179,21,2016
1,101,0,2014
1,112,125,2013
1,133,4,2016
0,3,0,2013
1,3798,240,2016
1,8,7,2013
1,137,37,2016
0,15,1,2016
1,4,0,2013
0,3,3,2014
1,0,0,0
1,201,49,2016
1,0,0,2013
1,179,5,2013
1,39,7,2015
1,11,4,2016
1,168,133,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,2406,3,2016
1,9,1,2016
1,11,1,2013
1,11,10,2014
1,76,149,2015
1,1,0,2016
1,78,107,2016
1,0,0,0
1,69,101,2016
1,95,27,2016
1,20,1,2015
1,12,0,2014
1,7,12,2016
1,18,1,2016
1,17,4,2010
1,258,138,2016
1,94,29,2014
1,19,2,2015
1,16,17,2016
1,133,63,2013
0,3,3,2014
1,0,0,0
1,0,0,0
1,3,0,2016
0,0,0,0
1,46,22,2011
1,149,12,2010
1,76,4,2016
1,937,370,2014
1,447,103,2016
1,18,16,2016
1,163,203,2015
1,52,0,2013
1,39,2,2015
1,41,0,2016
1,156,34,2016
1,0,0,0
1,358,22,2016
1,6,2,2015
1,52,5,2016
1,1,0,2016
1,13,4,2016
1,0,0,2012
1,32,2,2015
1,1553,753,2016
1,2,1,2014
1,256,74,2016
1,75,66,2016
1,34,0,2015
1,163,49,2016
0,0,0,0
0,0,0,0
1,1507,3,2016
1,28,22,2016
1,481,168,2016
1,48,15,2014
1,19,10,2016
1,15,8,2013
1,2,0,2010
1,7,0,2014
1,22,5,2016
1,24,0,2014
1,5,5,2016
1,3,0,2015
1,48,24,2016
1,46,0,2016
1,0,0,0
1,21,17,2016
1,101,73,2016
1,0,0,2012
1,2,0,2006
1,12,1,2016
1,113,28,2014
1,411,25,2016
1,1,0,2016
1,130,41,2010
1,215,95,2016
1,2,0,2005
1,18,18,2016
1,890,965,2016
1,77,13,2016
1,3,0,2014
1,326,5,2016
1,11,0,2014
1,110,14,2016
1,99,26,2015
0,3,0,2016
1,230,17,2013
1,8,8,2016
1,1007,199,2016
1,5,0,2015
0,131,84,2013
1,1,0,2014
1,234,2,2016
1,104,54,2016
1,577,511,2016
1,5,4,2014
1,189,25,2013
1,221,49,2016
1,1,0,2012
